TakeFive Trapezoid ABIR ABIR, 0.820
TakeFive Trapezoid 1OAS 1OA, 0.970
Speech Trapezoid 1OAS 1OA, -1.510
Speech Trapezoid ABIR 1OAS, 1.640
TakeFive Trapezoid ABIR 1OAS, 2.000
Speech Trapezoid 1OA 1OA, 0.000
Speech Trapezoid ABIR 1OA, 1.990
TakeFive Trapezoid ABIR 1OA, 1.980
