TakeFive Library ABIR 1OA, -0.650
Speech Library ABIR 1OAS, -0.180
TakeFive Library 1OAS ABIR, 0.000
TakeFive Library ABIR ABIR, 0.000
TakeFive Library 1OA 1OAS, 0.000
Speech Library ABIR ABIR, 0.000
Speech Library 1OAS 1OA, 0.000
Speech Library 1OA ABIR, 0.000
