Speech Library 1OA 1OAS, 1.740
Speech Library 1OA ABIR, -0.270
TakeFive Library 1OAS ABIR, 0.000
TakeFive Library 1OA ABIR, -1.250
Speech Library 1OA 1OA, 0.000
TakeFive Library 1OA 1OAS, 0.000
Speech Library ABIR 1OAS, 1.020
TakeFive Library 1OA 1OA, 0.000
