TakeFive Library ABIR ABIR, 1.020
Speech Library 1OAS 1OA, 0.000
Speech Library ABIR 1OAS, -1.380
TakeFive Library 1OAS 1OA, -1.310
TakeFive Library 1OA ABIR, -1.340
Speech Library ABIR ABIR, -1.020
Speech Library ABIR 1OA, -1.580
TakeFive Library ABIR 1OAS, 1.490
