Speech Library ABIR 1OA, 1.440
Speech Library 1OAS 1OA, 0.000
Speech Library ABIR ABIR, -1.040
TakeFive Library 1OA ABIR, -0.530
TakeFive Library ABIR 1OAS, 0.130
Speech Library 1OAS ABIR, -1.030
TakeFive Library 1OAS 1OA, 0.000
TakeFive Library ABIR ABIR, 0.000
