TakeFive Library ABIR ABIR, 0.000
TakeFive Library 1OAS 1OA, 0.000
Speech Library 1OAS ABIR, 1.780
Speech Library 1OAS 1OAS, 0.000
Speech Library 1OA 1OAS, 0.000
TakeFive Library 1OAS ABIR, 1.590
Speech Library 1OA ABIR, -1.090
TakeFive Library 1OA ABIR, 1.200
